item_id,title,tags,genres,specs,developer,publisher,release_year,sentiment
i_16965,Mystic Destinies: Serendipity of Aeons - Shinji,Adventure|Indie|Casual|Simulation|Otome,Adventure|Casual|Indie|Simulation,Single-player|Downloadable Content|Steam Achievements|Steam Trading Cards|In-App Purchases,Aeon Dream Studios,,2016,7 user reviews
i_16966,Galactic Civilizations III - Rise of the Terrans DLC,Strategy|Indie,Indie|Strategy,Single-player|Multi-player|Online Multi-Player|Online Co-op|Downloadable Content|Steam Achievements|Steam Trading Cards|Steam Workshop|Stats,Stardock Entertainment,Stardock Entertainment,2016,Mixed
i_16967,Battle Dome,Action|VR|FPS|Multiplayer,,Single-player|Multi-player|Co-op|HTC Vive|Oculus Rift|Tracked Motion Controllers|Standing|Room-Scale,,,-1,Very Positive
i_16968,Crazy Otto,Action|Indie|Casual,Action|Casual|Indie,Single-player|Local Multi-Player|Local Co-op|Shared/Split Screen|Steam Achievements|Full controller support|Steam Trading Cards,Extend Mode,Extend Mode,2016,6 user reviews
i_16969,Aven Colony,Strategy|City Builder|Simulation|Indie|Sci-fi|Singleplayer|Base Building|Space|Survival,Indie|Simulation|Strategy,Single-player|Steam Achievements|Steam Trading Cards|Steam Cloud,Mothership Entertainment LLC,Team17 Digital Ltd,2017,Mixed
i_16970,Multiplayer Starter Pack Upgrade,Strategy|Action|Indie|Casual,Action|Casual|Indie|Strategy,Online Multi-Player|Local Multi-Player|Shared/Split Screen|Cross-Platform Multiplayer|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Stats|Steam Leaderboards,The Quantum Astrophysicists Guild,,2016,
i_16971,Full Game Upgrade,Strategy|Action|Indie|Casual,Action|Casual|Indie|Strategy,Single-player|Online Multi-Player|Local Multi-Player|Shared/Split Screen|Cross-Platform Multiplayer|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Stats|Steam Leaderboards,The Quantum Astrophysicists Guild,,2016,
i_16972,Beekyr Reloaded,Indie|Action|Shoot 'Em Up|Local Co-Op|2D|Local Multiplayer|Retro|Difficult|Great Soundtrack|Arcade,Action|Indie,Single-player|Local Multi-Player|Local Co-op|Shared/Split Screen|Steam Achievements|Full controller support|Steam Trading Cards|Steam Leaderboards,KaleidoGames,"KaleidoGames, Indie Tribe",2017,Positive
i_16973,Fantasy Grounds - 3.5E/PFRPG: SH2: The Temple of Jewels and Mirrors,Strategy|RPG|Indie,Indie|RPG|Strategy,Multi-player|Co-op|Cross-Platform Multiplayer|Downloadable Content,"SmiteWorks USA, LLC",,2016,
i_16974,Evil Maze,Nudity|RPG|RPGMaker|Mature|Anime|Female Protagonist|Adventure|Sexual Content|Indie|Action|Strategy|Pixel Graphics|2D|Shooter,Action|Adventure|Indie|RPG|Strategy,Single-player|Steam Achievements|Steam Trading Cards|Steam Workshop|Partial Controller Support|Steam Cloud,ZOV GAME STUDIO,ZOV GAME STUDIO,2016,Mostly Positive
i_16975,Goblin Scourge!,Action|Adventure|Indie,Action|Adventure|Indie,Single-player|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud,Tin Man Games,Tin Man Games,2017,2 user reviews
i_16976,Alveari,Early Access|Action|Adventure|RPG|Indie|Casual|VR,,Single-player|Steam Achievements|Steam Cloud|HTC Vive|Tracked Motion Controllers|Standing|Room-Scale,,,-1,1 user reviews
i_16977,Cossacks: Back to War,Strategy|RTS|Classic|Multiplayer|Historical,Strategy,Single-player|Multi-player,GSC Game World,GSC World Publishing,2002,Very Positive
i_16978,Cthulhu Realms,Strategy|Card Game|Lovecraftian,Strategy,Single-player|Multi-player|Shared/Split Screen|Cross-Platform Multiplayer|In-App Purchases,White Wizard Games,White Wizard Games,2016,Mixed
i_16979,RefRain - prism memories - Chronicle Visual Book,Action|Indie,Action|Indie,Single-player|Downloadable Content|Steam Achievements|Steam Trading Cards|Partial Controller Support|Steam Cloud|Steam Leaderboards,RebRank,Degica,2016,2 user reviews
i_16980,Lost Sea Soundtrack,Action|Adventure|Indie,Action|Adventure|Indie,Single-player|Downloadable Content,Eastasiasoft Limited,Eastasiasoft Limited,2016,
i_16981,Megapolis,Simulation|Casual|Strategy|Indie,Casual|Indie|Simulation|Strategy,Single-player|Steam Achievements|Steam Trading Cards|Steam Cloud|Includes level editor,Lonely Troops,Lonely Troops,2010,Mixed
i_16982,Dyna Bomb - Soundtrack OST,Adventure|Action|Indie|Casual|Platformer|Singleplayer|Anime|Action-Adventure|Funny|Atmospheric|Stylized|Soundtrack|Puzzle|Classic|Great Soundtrack|Arcade|2D|Retro,Action|Adventure|Casual|Indie,Single-player|Downloadable Content|Steam Leaderboards,7 Raven Studios,OtakuMaker.com,2016,
i_16983,PlanetFate,Early Access|Strategy|Action|Indie|VR,,Single-player|HTC Vive|Tracked Motion Controllers|Standing|Room-Scale,,,-1,Positive
i_16984,Frog Climbers,Indie|Local Multiplayer|Funny|Parkour,Indie,Single-player|Local Multi-Player|Shared/Split Screen|Full controller support|Steam Leaderboards,TeamCrew,"Playdius, Plug In Digital",2016,Positive
i_16985,Super Red-Hot Hero,Indie,Indie,Single-player|Partial Controller Support,StrangeLight Games,StrangeLight Games,2016,
i_16986,Zaccaria Pinball - Lucky Fruit Table,Free to Play|Casual|Simulation|Sports,Casual|Free to Play|Simulation|Sports,Single-player|Shared/Split Screen|Cross-Platform Multiplayer|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Steam Leaderboards,Magic Pixel Kft.,Magic Pixel Kft.,2016,
i_16987,Zaccaria Pinball - Universe Table,Free to Play|Casual|Simulation|Sports,Casual|Free to Play|Simulation|Sports,Single-player|Shared/Split Screen|Cross-Platform Multiplayer|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Steam Leaderboards,Magic Pixel Kft.,Magic Pixel Kft.,2016,
i_16988,Zaccaria Pinball - Supersonic Table,Free to Play|Casual|Simulation|Sports,Casual|Free to Play|Simulation|Sports,Single-player|Shared/Split Screen|Cross-Platform Multiplayer|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Steam Leaderboards,Magic Pixel Kft.,Magic Pixel Kft.,2016,
i_16989,Zaccaria Pinball - Cine Star Table,Free to Play|Casual|Simulation|Sports,Casual|Free to Play|Simulation|Sports,Single-player|Shared/Split Screen|Cross-Platform Multiplayer|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Steam Leaderboards,Magic Pixel Kft.,Magic Pixel Kft.,2016,
i_16990,Zaccaria Pinball - Wood's Queen Table,Free to Play|Casual|Simulation|Sports,Casual|Free to Play|Simulation|Sports,Single-player|Shared/Split Screen|Cross-Platform Multiplayer|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Steam Leaderboards,Magic Pixel Kft.,Magic Pixel Kft.,2016,1 user reviews
i_16991,Zaccaria Pinball - Nautilus Table,Free to Play|Casual|Simulation|Sports,Casual|Free to Play|Simulation|Sports,Single-player|Shared/Split Screen|Cross-Platform Multiplayer|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Steam Leaderboards,Magic Pixel Kft.,Magic Pixel Kft.,2016,
i_16992,Zaccaria Pinball - Red Show Table,Free to Play|Casual|Simulation|Sports,Casual|Free to Play|Simulation|Sports,Single-player|Shared/Split Screen|Cross-Platform Multiplayer|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Steam Leaderboards,Magic Pixel Kft.,Magic Pixel Kft.,2016,
i_16993,Web Designer 12 Premium,Web Publishing,Web Publishing,,MAGIX Software GmbH,MAGIX Software GmbH,2016,9 user reviews
i_16994,Black Hole Hazard,Action|Indie|Platformer|2D|Great Soundtrack|Difficult|Time Attack|Puzzle-Platformer,Action|Indie,Single-player|Steam Achievements|Steam Trading Cards|Steam Cloud|Steam Leaderboards,Superthumb,Superthumb,2016,Positive
i_16995,Астролорды: Исследователь,Strategy|Massively Multiplayer|Indie|Free to Play,Free to Play|Indie|Massively Multiplayer|Strategy,Single-player|Multi-player|MMO|Co-op|Cross-Platform Multiplayer|Downloadable Content|Steam Achievements|Steam Trading Cards|Stats|Steam Leaderboards|Commentary available,Aratog LLC,Tartezal Holdings Ltd.,2016,
i_16996,Астролорды: Крепкий орешек,Strategy|Massively Multiplayer|Indie|Free to Play,Free to Play|Indie|Massively Multiplayer|Strategy,Single-player|Multi-player|MMO|Co-op|Cross-Platform Multiplayer|Downloadable Content|Steam Achievements|Steam Trading Cards|Stats|Steam Leaderboards|Commentary available,Aratog LLC,Tartezal Holdings Ltd.,2016,
i_16997,Астролорды: Опытный наставник,Massively Multiplayer|Strategy|Indie|Free to Play,Free to Play|Indie|Massively Multiplayer|Strategy,Single-player|Multi-player|MMO|Co-op|Cross-Platform Multiplayer|Downloadable Content|Steam Achievements|Steam Trading Cards|Stats|Steam Leaderboards|Commentary available,Aratog LLC,,2016,
i_16998,Fantasy Grounds - 3.5E/PFRPG: SH3: The Breath of the Goddess,Strategy|RPG|Indie,Indie|RPG|Strategy,Multi-player|Co-op|Cross-Platform Multiplayer|Downloadable Content,"SmiteWorks USA, LLC",,2016,
i_16999,Fantasy Grounds - 3.5E/PFRPG: SH4: Crucible of Faith,Strategy|RPG|Indie,Indie|RPG|Strategy,Multi-player|Co-op|Cross-Platform Multiplayer|Downloadable Content,"SmiteWorks USA, LLC",,2016,
i_17000,The Orb Chambers™,Casual|Indie|Action|Strategy,Action|Casual|Indie|Strategy,Single-player|Steam Achievements|Steam Trading Cards,"StarSystemStudios™,Jaryd Brad Spann",StarSystemStudios™,2016,4 user reviews
i_17001,HALP!,Indie|Casual|VR,,Single-player|HTC Vive|Oculus Rift|Tracked Motion Controllers|Standing|Room-Scale,,,-1,Mixed
i_17002,Push For Emor,Early Access|Indie|Action|RPG,,Single-player|Full controller support|HTC Vive|Oculus Rift|Tracked Motion Controllers|Gamepad|Keyboard / Mouse|Seated|Standing|Room-Scale,,,-1,Mixed
i_17003,Talent Not Included,Indie|Platformer|Action|Steampunk|Medieval,Action|Indie,Single-player|Local Multi-Player|Local Co-op|Shared/Split Screen|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Steam Leaderboards,Frima Studio,Frima Originals,2016,Positive
i_17004,Arachnophobia,Casual|Simulation|Psychological Horror|Horror|VR,,Single-player|HTC Vive|Oculus Rift|Keyboard / Mouse|Seated,,,-1,9 user reviews
i_17005,Khimera: Destroy all Monster Girls - Doctor's Assistant Costume,Indie|Adventure|Action|Free to Play,Action|Adventure|Free to Play|Indie,Single-player|Downloadable Content|Steam Achievements|Steam Trading Cards|Partial Controller Support|Steam Leaderboards,Suits &amp; Sandals,Suits &amp; Sandals,2016,Positive
i_17006,Head Shot,Early Access|Indie|Action|Casual|Adventure|Multiplayer|FPS|Shooter|First-Person,Action|Adventure|Casual|Indie|Early Access,Multi-player|Steam Achievements|Steam Trading Cards|Stats,Indie Game Group,Indie Game Group,2016,Mixed
i_17007,Star Drifter,Indie|Casual|Action|Shoot 'Em Up,Action|Casual|Indie,Single-player|Steam Trading Cards,"Nostalgia Hound,PiGravity",Back To Basics Gaming,2016,Mixed
i_17008,The Orchard of Stray Sheep,Indie|Visual Novel|Casual|Adventure|Dystopian|Anime,Adventure|Casual|Indie,Single-player,Namaage,Sekai Project,2016,Mostly Positive
i_17009,Winter Novel,Indie|Casual|Simulation|Visual Novel|Anime|2D|Pixel Graphics,Casual|Indie|Simulation,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud,DeXP,DeXP,2016,Very Positive
i_17010,Disgraced,RPG|Adventure|Indie|RPGMaker|Simulation|Strategy|Action|Alternate History|Survival|Open World|Turn-Based Combat|Atmospheric|Choose Your Own Adventure|Historical|Great Soundtrack|Action RPG|Realistic|2D|Pixel Graphics,Action|Adventure|Indie|RPG|Simulation|Strategy,Single-player|Steam Achievements|Steam Trading Cards|Captions available,Corrosive Studios LLC,Corrosive Studios LLC,2016,Positive
i_17011,Mad Combat Marines,Action|Indie|Casual|Multiplayer|Third-Person Shooter|Cartoony|Shooter|Driving|PvP|Sniper|Cartoon|Singleplayer|Nonlinear,Action|Casual|Indie,Single-player|Multi-player|Online Multi-Player|Steam Achievements|Steam Trading Cards|Partial Controller Support|Steam Leaderboards,FreezeNova,FreezeNova,2016,Mixed
i_17012,Welcome to the Game,Horror|Simulation|Hacking|Indie|Psychological Horror|Nudity|Puzzle|Sexual Content|Gore|Violent|Difficult|Singleplayer|Illuminati|Dark|First-Person|Atmospheric|Strategy,Indie|Simulation,Single-player,Reflect Studios,Reflect Studios,2016,Very Positive
i_17013,Machine Made: Rebirth,Indie|RPG|RPGMaker,Indie|RPG,Single-player|Steam Achievements|Steam Trading Cards,Proteus Studios,Sometimes You,2017,3 user reviews
i_17014,Alien Run,Casual|Action|Adventure,Action|Adventure|Casual,Single-player|Steam Trading Cards,Hipix Studio,Dagestan Technology,2016,Mostly Negative
i_17015,Wolf Simulator,Simulation|Action|Adventure|Indie|Survival|Multiplayer,Action|Adventure|Indie|Simulation,Single-player|Steam Trading Cards,Second Reality,Dagestan Technology,2016,Mostly Negative
i_17016,Call Of The Mighty Warriors,Early Access|Strategy|Indie|Tower Defense,Indie|Strategy|Early Access,Single-player|Steam Trading Cards|Steam Cloud,Camaquem,Camaquem,2016,Mostly Negative
i_17017,Ninja Stealth,Indie|Casual|Strategy|Stealth|Top-Down|Difficult|Ninja,Casual|Indie|Strategy,Single-player|Steam Achievements|Steam Trading Cards|Partial Controller Support|Steam Cloud,SC Jogos,SC Jogos,2016,Mostly Positive
i_17018,Dungeon Journey,Casual|RPG|Indie|Action|Adventure|Simulation|Rogue-like|Dungeon Crawler|Singleplayer,Action|Adventure|Casual|Indie|RPG|Simulation,Single-player|Steam Trading Cards|Steam Cloud,"Carbomb Software,Nova Dimension",Nova Dimension,2016,Very Positive
i_17019,Smithy,Action|Indie,Action|Indie,Single-player|Steam Trading Cards|Partial Controller Support,"David Mulder,Tristan Hartz",Red Splat Games,2016,Mostly Positive
i_17020,POPixel,Indie|Casual|Action|Adventure|Pixel Graphics,Action|Adventure|Casual|Indie,Single-player|Steam Trading Cards,CGGAMES,CGGAMES,2016,4 user reviews
i_17021,Milford Heaven - Luken's Chronicles,Indie|RPG|Adventure|Hack and Slash|Retro|Medieval|Top-Down,Adventure|Indie|RPG,Single-player|Steam Trading Cards,CGGAMES,CGGAMES,2016,2 user reviews
i_17022,24 HOURS,Indie|Action|Adventure|Horror|FPS|First-Person,Action|Adventure|Indie,Single-player|Steam Trading Cards,MysticGames,MysticGames,2016,Mixed
i_17023,Cossacks: Campaign Expansion,Strategy,Strategy,Single-player|Downloadable Content,GSC Game World,GSC World Publishing,2011,5 user reviews
i_17024,OESE,Indie|Simulation|Survival|Space Sim,Indie|Simulation,Single-player|Steam Achievements|Steam Trading Cards|Steam Cloud,"Alec Smith,Dane Winn",Milo Games,2016,Positive
i_17025,Pick a Hero,Strategy|Indie|Casual|Card Game,Casual|Indie|Strategy,Single-player|Multi-player|Local Multi-Player|Shared/Split Screen|Steam Achievements|Full controller support|Steam Trading Cards,vikingfabian.com,vikingfabian.com,2016,Mostly Positive
i_17026,Brazed,Indie|Casual|Strategy|Crafting|Space|Robots|Singleplayer|Education,Casual|Indie|Strategy,Single-player|Steam Achievements|Steam Trading Cards,Vladimir Maslov,Vladimir Maslov,2016,Mixed
i_17027,Genius Greedy Mouse,Puzzle|Casual|Action|Indie|Adventure|Strategy|2D|Platformer|Arcade|Singleplayer|Great Soundtrack|Funny|Stylized|Retro|Atmospheric|Choose Your Own Adventure|Puzzle-Platformer|Classic|Action-Adventure,Action|Adventure|Casual|Indie|Strategy,Single-player|Full controller support|Steam Trading Cards|Steam Cloud,"Space Fractal,TempleTiger",OtakuMaker SARL,2016,Mostly Positive
i_17028,Campaign Clicker,Free to Play|Indie|Casual|Clicker|Politics|Pixel Graphics,Casual|Free to Play|Indie,Single-player|Steam Achievements|Steam Trading Cards|In-App Purchases|Partial Controller Support|Steam Leaderboards,Springloaded,Springloaded,2016,Mixed
i_17029,Karma Miwa,Casual|Adventure|Indie|Action|Platformer|2D|Singleplayer|Arcade|Great Soundtrack|Stylized|Retro|Action-Adventure|Funny|Atmospheric|Puzzle-Platformer|Choose Your Own Adventure|Anime|Classic,Action|Adventure|Casual|Indie,Single-player|Full controller support|Steam Trading Cards|Steam Cloud,Space Fractal,OtakuMaker SARL,2016,Mixed
i_17030,sphereFACE,Casual|Action|Indie|Arcade|Shooter|Retro|Dark|Difficult|Rogue-lite|Simulation|Rogue-like|VR,,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Stats|Steam Leaderboards|HTC Vive|Oculus Rift|Tracked Motion Controllers|Gamepad|Keyboard / Mouse|Standing,,,-1,Positive
i_17031,Hope Lake,Hidden Object|Casual|Adventure|Indie|Point & Click|Puzzle|Female Protagonist|Atmospheric|Detective|Mystery|Crime,Adventure|Casual|Indie,Single-player|Steam Achievements|Steam Trading Cards,"Far Mills,Mysterytag",RunServer,2016,Mostly Positive
i_17032,LASTFIGHT - Soundtrack,Action|Indie,Action|Indie,Single-player|Shared/Split Screen|Downloadable Content|Full controller support,Piranaking,,2016,1 user reviews
i_17033,Shift,Indie|Strategy|Puzzle|Anime|Singleplayer|Relaxing|Female Protagonist,Indie|Strategy,Single-player|Steam Achievements|Steam Trading Cards|Steam Leaderboards,Black Lime Studio,Black Lime Studio,2016,Mostly Positive
i_17034,Color Syndrome,Casual|Strategy|Indie,Casual|Indie|Strategy,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Leaderboards,Thrill Pill Games,Thrill Pill Games,2016,Mixed
i_17035,Magnetta,Platformer|Pixel Graphics|Action|Indie|Female Protagonist|Retro|Singleplayer|2D|Cartoon|Cute|Family Friendly|Fast-Paced|Controller|Side Scroller,Action|Indie,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Stats|Steam Leaderboards,Heliocentric Studios,Heliocentric Studios,2016,Mixed
i_17036,Legend of Numbers,Casual|Free to Play|Indie|Strategy|Match 3,Casual|Free to Play|Indie|Strategy,Single-player|In-App Purchases|Steam Leaderboards,YFC games,YFC games,2016,Mostly Positive
i_17037,SoundStage,Indie|VR|Music,,Single-player|HTC Vive|Oculus Rift|Tracked Motion Controllers|Seated|Standing|Room-Scale,,,-1,Very Positive
i_17038,JOLT: Super Robot Racer,Early Access|Action|Racing|Local Multiplayer|4 Player Local|Robots|Indie|Casual,Action|Racing|Early Access,Single-player|Multi-player|Online Multi-Player|Local Multi-Player|Shared/Split Screen|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud,Cooply Solutions,Cooply Solutions,2016,2 user reviews
i_17039,Runeous: Part One,Indie|Casual|Simulation|Visual Novel|Adventure|Steampunk|Story Rich,Casual|Indie|Simulation,Single-player|Steam Achievements,Novel Tea Games,Lost Fables,2016,Mostly Positive
i_17040,Windlands - Original Soundtrack,Adventure|Indie,Adventure|Indie,Single-player|Downloadable Content,Psytec Games Ltd,,2016,
i_17041,e-River Cabin Journal,Indie|Survival|Strategy|Crafting|Turn-Based Strategy|Difficult|Singleplayer|CRPG|Choose Your Own Adventure|Replay Value|Base Building|Hunting|Interactive Fiction|Fishing|Adventure|Text-Based|Strategy RPG|2D|Top-Down,Indie,Single-player|Steam Trading Cards,Wilderness Journal Games,Wilderness Journal Games,2016,Mixed
i_17042,Star Merc,Indie|Casual|Adventure|RPG|Action|RPGMaker|Space|2D|Sci-fi|Turn-Based Combat|Pixel Graphics|Atmospheric|Singleplayer|Aliens|Fantasy|Open World|Replay Value|Multiple Endings|Conspiracy,Action|Adventure|Casual|Indie|RPG,Single-player|Steam Trading Cards|Partial Controller Support,D247 Games,New Worlds Games,2017,Mixed
i_17043,The Seven Years War (1756-1763) - Battle Pack,Strategy|RTS|War|Economy,Strategy,Single-player|Downloadable Content,Oliver Keppelmüller,,2016,
i_17044,Impossible Quest,Indie|Casual|Adventure|Choose Your Own Adventure|Choices Matter|Interactive Fiction|Funny|Singleplayer|Puzzle|Short|2D|Visual Novel|Atmospheric|Romance|Dark Humor|Stylized|Story Rich|Retro|Classic|Illuminati,Adventure|Casual|Indie,Single-player|Steam Achievements|Steam Trading Cards|Steam Cloud,Axel Sonic,Axel Sonic,2016,Mostly Positive
i_17045,Super Duper Party Pooper,Indie|Casual|Strategy|Simulation|Memes|Nudity|Comedy|Rhythm|Psychological Horror|Funny,Casual|Indie|Simulation|Strategy,Single-player|Steam Achievements|Steam Trading Cards|Steam Workshop|Steam Cloud|Steam Leaderboards,K Bros Games,K Bros Games,2016,Very Positive
i_17046,L U N E,Indie|Casual|Simulation|VR,,Single-player|HTC Vive|Tracked Motion Controllers|Room-Scale,,,-1,Positive
i_17047,Summer Sale,Memes|Simulation|Singleplayer|Indie|Casual|Great Soundtrack,Simulation,Single-player|Steam Achievements|Steam Trading Cards,Ductape studio,Ductape studio,2016,Mixed
i_17048,Hardware Engineers,Early Access|Simulation|Singleplayer|Management|Hardware|Indie|2D,Simulation|Early Access,Single-player|Steam Achievements|Steam Workshop,Green127,Green127,2016,Very Positive
i_17049,Neon Warp,Casual|Indie|Action|Puzzle|Arcade|Minimalist|2D|Funny|Atmospheric|Singleplayer|Stylized,Action|Casual|Indie,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Steam Leaderboards,Axel Sonic,Axel Sonic,2016,Mixed
i_17050,Rise of the Ancients,Indie|Strategy|Tower Defense,Indie|Strategy,Single-player|Steam Trading Cards,Talentplace,KishMish Games,2016,Mostly Negative
i_17051,On Rusty Trails - The Digital Comic,Indie|Free to Play,Free to Play|Indie,Single-player|Downloadable Content,Black Pants Studio,Black Pants Studio,2016,
i_17052,Cyber Sentinel,Indie|Puzzle|Programming|Simulation|Singleplayer|Touch-Friendly|Education|Casual,Indie,Single-player|Steam Achievements|Includes level editor,mindhelix.pl,mindhelix.pl,2016,Positive
i_17053,Syrian Warfare,Strategy|Military|Tactical|RTS|Real Time Tactics|War|Indie|Singleplayer,Indie|Strategy,Single-player|Steam Achievements|Steam Trading Cards,Cats Who Play,Cats Who Play,2017,Very Positive
i_17054,Hero,Action|Adventure|Indie|Fantasy|Third Person|Action RPG|Dark Fantasy|Action-Adventure,Action|Adventure|Indie,Single-player,Bakershah Games,Bakershah Games,2017,5 user reviews
i_17055,Cthulhu Realms - Full Version,Strategy,Strategy,Single-player|Multi-player|Shared/Split Screen|Cross-Platform Multiplayer|Downloadable Content,,,2016,2 user reviews
i_17056,Trainz Route: Canadian Rocky Mountains - Columbia River Basin,Simulation,Simulation,Single-player|Multi-player|Co-op|Cross-Platform Multiplayer|Downloadable Content,N3V Games,,2016,1 user reviews
i_17057,Escape The Past,Casual|Adventure,Adventure|Casual,Single-player|Steam Achievements|Steam Trading Cards,3DDUO,"Fun4Family, Plug In Digital",2016,8 user reviews
i_17058,Best Buds vs Bad Guys,Action|Indie|2D|Retro|Platformer,Action|Indie,Single-player|Steam Achievements|Full controller support|Stats|Steam Leaderboards,Super Icon Ltd,Super Icon Ltd,2016,5 user reviews
i_17059,9Grids VR,Action|Indie|Casual|VR|Singleplayer,,Single-player|HTC Vive|Tracked Motion Controllers|Seated|Standing|Room-Scale,,,-1,6 user reviews
i_17060,Radical Spectrum: Volume 1,Action,Action,Single-player|Full controller support,Autonomic Interactive,New Reality Games,2016,Mixed
i_17061,Berserk: The Cataclysm,Free to Play|Strategy|Massively Multiplayer|RPG|Card Game|Trading Card Game,Free to Play|Massively Multiplayer|RPG|Strategy,Single-player|Multi-player|Online Multi-Player|MMO|Online Co-op|In-App Purchases,,IDC/Games,2016,Mostly Negative
i_17062,Bathory - The Bloody Countess,Adventure|Indie|Casual|Hidden Object|Singleplayer,Adventure|Casual|Indie,Single-player|Steam Trading Cards,Absolutist Ltd.,Absolutist Ltd.,2016,9 user reviews
i_17063,Zaccaria Pinball - Bronze Membership,Free to Play|Casual|Simulation|Sports,Casual|Free to Play|Simulation|Sports,Single-player|Shared/Split Screen|Cross-Platform Multiplayer|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Steam Leaderboards,Magic Pixel Kft.,Magic Pixel Kft.,2016,2 user reviews
i_17064,UFO Online: Invasion - Starter Kit,RPG|Massively Multiplayer|Free to Play,Free to Play|Massively Multiplayer|RPG,Multi-player|MMO|Co-op|Downloadable Content|Steam Achievements|In-App Purchases,Bad Pixel,,2016,2 user reviews
i_17065,35MM - Soundtracks,Indie,Indie,Single-player|Downloadable Content,"Носков Сергей,Дмитрий Николаев",,2016,Positive
i_17066,BOID Single Player Campaign,Strategy|Action|Indie,Action|Indie|Strategy,Single-player|Multi-player|Online Multi-Player|Cross-Platform Multiplayer|Downloadable Content,Mokus,tinyBuild,2016,3 user reviews
i_17067,Con Amore,Indie|Casual|Simulation|Visual Novel|Female Protagonist,Casual|Indie|Simulation,Single-player|Steam Achievements|Steam Trading Cards|Steam Cloud,Team Taju,Wronghut,2015,7 user reviews
i_17068,Fantasy Grounds - Savage Worlds Setting: Pirates,Strategy|RPG|Indie,Indie|RPG|Strategy,Multi-player|Co-op|Cross-Platform Multiplayer|Downloadable Content,"SmiteWorks USA, LLC",,2016,
i_17069,Waddle Home,Casual|Indie|Strategy|VR|Puzzle|Cute|Family Friendly,,Single-player|Steam Achievements|HTC Vive|Tracked Motion Controllers|Standing|Room-Scale,,,-1,Positive
i_17070,Plan Z Chapter 1,Adventure|Indie,Adventure|Indie,Single-player,Kongmeng Yang,Kongmeng Yang,2016,Mostly Negative
i_17071,Meadow,Cute|Open World|Adventure|Massively Multiplayer|Relaxing|Atmospheric|Multiplayer|Indie|Exploration|Great Soundtrack|Walking Simulator|Casual|RPG|Simulation|Family Friendly,Adventure|Indie|Massively Multiplayer,Online Multi-Player|Steam Achievements|Steam Trading Cards|Steam Cloud|Steam Leaderboards,Might and Delight,Might and Delight,2016,Very Positive
i_17072,Square Arena,Action|Indie,Action|Indie,Single-player|Multi-player|Local Multi-Player|Co-op|Local Co-op|Shared/Split Screen|Full controller support,Hepta Games,Hepta Games,2016,7 user reviews
i_17073,Timore Inferno,Action|Indie|Horror,Action|Indie,Single-player|Steam Trading Cards,Vidas Salavejus,Vidas Salavejus,2016,Mostly Positive
i_17074,Pinball Evolution VR,Early Access|Indie|Simulation|Casual|VR,,Single-player|Full controller support|Steam Leaderboards|HTC Vive|Oculus Rift|Tracked Motion Controllers|Gamepad|Keyboard / Mouse|Seated|Standing,,,-1,Positive
i_17075,Shigatari,RPG|Indie,Indie|RPG,Single-player|Steam Achievements|Steam Trading Cards,Super Legit Games,Super Legit Games,2017,Positive
i_17076,Twilight Town,Free to Play|Casual|Adventure|Hidden Object,Adventure|Casual|Free to Play,Single-player|Steam Achievements|Steam Trading Cards|In-App Purchases,Absolutist Ltd,Absolutist Ltd,2017,Mixed
i_17077,Derelict Redux,Indie|Action|Rogue-like|Space|Rogue-lite,Action|Indie,Single-player|Steam Achievements|Full controller support,Floor59Games,Floor59Games,2016,Mixed
i_17078,Tales of Destruction,Indie|Action|FPS,Action|Indie,Single-player|Steam Trading Cards,Tero Lunkka,Tero Lunkka,2016,Negative
i_17079,Witan,Adventure|RPG,Adventure|RPG,Single-player|Partial Controller Support,Imigea Ltd,gamevial,2016,Mixed
i_17080,Spooky Heroes,Indie|Casual|Action|Adventure|Platformer,Action|Adventure|Casual|Indie,Single-player|Local Co-op|Shared/Split Screen|Steam Achievements|Steam Trading Cards|Partial Controller Support,Gaweb Studio,Gaweb Studio,2016,
